./gridbenchmark --no-verify --single-prec --double-prec --print-runs --size 512x512x1 512x512x2 512x512x3 512x512x4 512x512x5 512x512x6 512x512x7 512x512x8 512x512x9 512x512x10 512x512x11 512x512x12 512x512x13 512x512x14 512x512x15 512x512x16 512x512x17 512x512x18 512x512x19 512x512x20 512x512x21 512x512x22 512x512x23 512x512x24 512x512x25 512x512x26 512x512x27 512x512x28 512x512x29 512x512x30 512x512x31 512x512x32 512x512x33 512x512x34 512x512x35 512x512x36 512x512x37 512x512x38 512x512x39 512x512x40 512x512x41 512x512x42 512x512x43 512x512x44 512x512x45 512x512x46 512x512x47 512x512x48 512x512x49 512x512x50 512x512x51 512x512x52 512x512x53 512x512x54 512x512x55 512x512x56 512x512x57 512x512x58 512x512x59 512x512x60 512x512x61 512x512x62 512x512x63 512x512x64 --threads 64x1x8 laplap-regular-idxvar laplap-unstr-idxvar laplap-unstr-idxvar -z laplap-unstr-idxvar -n laplap-unstr-idxvar -n -z laplap-unstr-idxvar -c laplap-unstr-idxvar -c -n laplap-unstr-idxvar -c -z laplap-unstr-idxvar -c -z -n laplap-unstr-idxvar-shared laplap-unstr-idxvar-kloop laplap-unstr-idxvar-kloop-sliced laplap-unstr-naive 
Benchmark                           , Precision, Domain size,,, Blocks     ,,, Threads    ,,, Kernel-only execution time                                                                                                                                                                                                                                            
                                    ,          ,   X,   Y,   Z,   X,   Y,   Z,   X,   Y,   Z,   Average,    Median,   Minimum,   Maximum, Run  1   , Run  2   , Run  3   , Run  4   , Run  5   , Run  6   , Run  7   , Run  8   , Run  9   , Run 10   , Run 11   , Run 12   , Run 13   , Run 14   , Run 15   , Run 16   , Run 17   , Run 18   , Run 19   , Run 20   
laplap-unstr-idxvar-shared          ,    single, 512, 512,  58,   8, 508,   8,  64,   1,   8,    421305,    421747,    418091,    424381,    422893,    420569,    420207,    424142,    419065,    419242,    424101,    420032,    418474,    421921,    418091,    419378,    423521,    421849,    419590,    423077,    422156,    421765,    424381,    421645
laplap-unstr-idxvar-kloop           ,    single, 512, 512,  58,   8, 508,   1,  64,   1,   1,    350839,    351317,    347175,    354295,    349526,    351536,    350657,    347873,    351490,    351144,    352148,    354295,    353961,    350165,    350758,    350764,    347246,    348501,    353686,    352601,    348882,    347175,    352075,    352306
laplap-unstr-idxvar-kloop-sliced    ,    single, 512, 512,  58,   8, 508,   1,  64,   1,   8,    442101,    442523,    436330,    447191,    443906,    440885,    441279,    442755,    441544,    444480,    445475,    439423,    436330,    447191,    444369,    439810,    442291,    442948,    443390,    439120,    439395,    440481,    445167,    441785
laplap-unstr-naive                  ,    single, 512, 512,  58,   8, 508,   8,  64,   1,   8,    535810,    535416,    533000,    538332,    536373,    536691,    536364,    537067,    536610,    536499,    535051,    535253,    536981,    534310,    534468,    535045,    534368,    533000,    534595,    538332,    536170,    537649,    535172,    536194
laplap-regular-idxvar               ,    double, 512, 512,  58,   8, 508,   8,  64,   1,   8,    423146,    422668,    403322,    444695,    444209,    444695,    403322,    422825,    431068,    422510,    421338,    431189,    418546,    428088,    420965,    409616,    416979,    414043,    416250,    428095,    418866,    426043,    424205,    420077
laplap-unstr-idxvar                 ,    double, 512, 512,  58,   8, 508,   8,  64,   1,   8,    586945,    585244,    562869,    602512,    579585,    584261,    598781,    588343,    596548,    589666,    562869,    585311,    602512,    583970,    589964,    590010,    582145,    590856,    599210,    586885,    583742,    573741,    582977,    587529
laplap-unstr-idxvar-z-curves-4      ,    double, 512, 512,  58,   8, 508,   8,  64,   1,   8,    576587,    576643,    546370,    595716,    570447,    590462,    581356,    574869,    568133,    595716,    571843,    576617,    581644,    546370,    575003,    576552,    593044,    581869,    562950,    580280,    583896,    576669,    571953,    572074
laplap-unstr-idxvar-no-chase        ,    double, 512, 512,  58,   8, 508,   8,  64,   1,   8,    631699,    635688,    600751,    656528,    600751,    635722,    613571,    632953,    635654,    631429,    639041,    643122,    638558,    633652,    611669,    656528,    613926,    651232,    630876,    638012,    629479,    637909,    622603,    637299
laplap-unstr-idxvar-no-chase-z-curves-4,    double, 512, 512,  58,   8, 508,   8,  64,   1,   8,    637866,    641976,    612743,    663639,    617168,    653001,    621875,    651096,    648276,    630128,    612743,    632887,    622455,    653160,    629854,    640746,    658249,    626549,    623899,    631696,    663639,    643205,    650345,    646351
laplap-unstr-idxvar-comp            ,    double, 512, 512,  58,   8, 508,   8,  64,   1,   8,    595381,    597748,    580225,    609866,    598459,    609866,    588642,    598305,    591068,    589804,    588743,    601525,    606253,    586449,    603466,    599458,    580225,    587800,    594481,    599596,    597848,    589429,    599010,    597191
laplap-unstr-idxvar-comp-no-chase   ,    double, 512, 512,  58,   8, 508,   8,  64,   1,   8,    564029,    566833,    545937,    575397,    572207,    565437,    559875,    571936,    565261,    575397,    567835,    559610,    555390,    551267,    572735,    545937,    554198,    569625,    566539,    563218,    571408,    567127,    568431,    557140
laplap-unstr-idxvar-comp-z-curves-4 ,    double, 512, 512,  58,   8, 508,   8,  64,   1,   8,    616912,    619952,    601585,    632203,    620735,    623011,    628141,    608080,    606416,    615950,    610787,    624393,    601585,    602797,    623289,    622229,    625402,    607573,    626137,    632203,    616334,    619170,    614107,    609902
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    double, 512, 512,  58,   8, 508,   8,  64,   1,   8,    593027,    596629,    577069,    607954,    577069,    596934,    589128,    606299,    582538,    603083,    578720,    585391,    593190,    598598,    591571,    596401,    598264,    600231,    607450,    578061,    594581,    607954,    578224,    596857
laplap-unstr-idxvar-shared          ,    double, 512, 512,  58,   8, 508,   8,  64,   1,   8,    616076,    617385,    604337,    626902,    619424,    612714,    612452,    613035,    618551,    626902,    618746,    612500,    619640,    613519,    619527,    612136,    609625,    615750,    621866,    616478,    604337,    624119,    611906,    618292
laplap-unstr-idxvar-kloop           ,    double, 512, 512,  58,   8, 508,   1,  64,   1,   1,    574790,    576124,    533042,    599120,    576466,    533042,    574844,    578194,    598054,    592347,    594887,    573675,    574610,    576816,    561911,    581146,    575781,    573462,    555930,    547043,    557659,    595189,    575624,    599120
laplap-unstr-idxvar-kloop-sliced    ,    double, 512, 512,  58,   8, 508,   1,  64,   1,   8,    790903,    794004,    743846,    822305,    773856,    793355,    794196,    815190,    813297,    756232,    822305,    812529,    787012,    743846,    794865,    802969,    812607,    781895,    776659,    789723,    805346,    793811,    781354,    767014
laplap-unstr-naive                  ,    double, 512, 512,  58,   8, 508,   8,  64,   1,   8,    715098,    716270,    705322,    721688,    716578,    715464,    717755,    720194,    709881,    719811,    708857,    720827,    711627,    711928,    705322,    715962,    713533,    714467,    719792,    708557,    721164,    711857,    721688,    716703
laplap-regular-idxvar               ,    single, 512, 512,  59,   8, 508,   8,  64,   1,   8,    292414,    293296,    285860,    296414,    295006,    292180,    294809,    294684,    289626,    296414,    293542,    295169,    290252,    294447,    293051,    291796,    285860,    294722,    290890,    292205,    295331,    289013,    292272,    287002
laplap-unstr-idxvar                 ,    single, 512, 512,  59,   8, 508,   8,  64,   1,   8,    417505,    418240,    413579,    420963,    416619,    418850,    418180,    418372,    418220,    415558,    415437,    419972,    415747,    418762,    413579,    420963,    417869,    418646,    418396,    416636,    415438,    415023,    419580,    418261
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,  59,   8, 508,   8,  64,   1,   8,    397516,    398036,    393978,    403064,    398045,    399213,    398761,    403064,    398358,    396685,    398839,    396733,    399525,    395531,    398809,    395765,    394514,    394609,    396793,    399588,    395432,    398070,    393978,    398003
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,  59,   8, 508,   8,  64,   1,   8,    478855,    477762,    476180,    481133,    481035,    479232,    479344,    477148,    479386,    480291,    480199,    477651,    477198,    477626,    480157,    480469,    481133,    476180,    479813,    476401,    478037,    477606,    478853,    479344
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,  59,   8, 508,   8,  64,   1,   8,    474906,    474818,    471039,    478354,    477623,    476889,    478354,    472382,    473478,    474609,    475861,    472591,    472758,    476467,    476223,    475026,    478208,    473931,    473962,    474163,    474158,    471039,    475950,    474439
laplap-unstr-idxvar-comp            ,    single, 512, 512,  59,   8, 508,   8,  64,   1,   8,    398986,    398825,    396251,    401065,    398795,    400156,    400623,    398855,    398598,    400828,    398784,    398554,    397842,    400049,    398878,    398319,    399245,    398147,    397293,    400566,    396251,    401065,    398562,    398304
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,  59,   8, 508,   8,  64,   1,   8,    362551,    362476,    358811,    366009,    365592,    362284,    361046,    363794,    360556,    366009,    363280,    362139,    361849,    362757,    362186,    362668,    364743,    362192,    363399,    362685,    361986,    358811,    360808,    362245
laplap-unstr-idxvar-comp-z-curves-4 ,    single, 512, 512,  59,   8, 508,   8,  64,   1,   8,    420123,    419428,    413274,    451408,    417037,    420962,    416417,    419738,    416363,    421121,    416775,    416741,    419652,    420786,    419203,    417620,    419201,    413274,    451408,    420026,    419175,    419754,    416815,    420393
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    single, 512, 512,  59,   8, 508,   8,  64,   1,   8,    400311,    400714,    397289,    403185,    397289,    401658,    400883,    400582,    403185,    401900,    399832,    399813,    397949,    401588,    398272,    399440,    399979,    400875,    403116,    400351,    401932,    398002,    398731,    400847
laplap-unstr-idxvar-shared          ,    single, 512, 512,  59,   8, 508,   8,  64,   1,   8,    427010,    427144,    424327,    429409,    426902,    427172,    427089,    425571,    427504,    426359,    425428,    428064,    426268,    427385,    427565,    428130,    425709,    426135,    429178,    429409,    424327,    425099,    427629,    429269
laplap-unstr-idxvar-kloop           ,    single, 512, 512,  59,   8, 508,   1,  64,   1,   1,    358460,    358392,    349824,    364249,    362356,    357496,    356857,    354838,    358522,    360054,    355850,    360026,    360799,    356818,    358556,    363856,    358067,    364249,    356178,    359569,    349824,    358716,    352880,    363691
laplap-unstr-idxvar-kloop-sliced    ,    single, 512, 512,  59,   8, 508,   1,  64,   1,   8,    447674,    446952,    445302,    451852,    447098,    450928,    450922,    447618,    450460,    451852,    449757,    447050,    446360,    446677,    445302,    446317,    446805,    446803,    445440,    447437,    448830,    446269,    445370,    446180
laplap-unstr-naive                  ,    single, 512, 512,  59,   8, 508,   8,  64,   1,   8,    546692,    546300,    544297,    554975,    545603,    548476,    545473,    544847,    545389,    547373,    544297,    547208,    546772,    546372,    546142,    547847,    545853,    547341,    545338,    546613,    546006,    546229,    554975,    545687
laplap-regular-idxvar               ,    double, 512, 512,  59,   8, 508,   8,  64,   1,   8,    425215,    428339,    401185,    443758,    425947,    430731,    415419,    443758,    436382,    437156,    418064,    440488,    429142,    401185,    430735,    415468,    416243,    419819,    431156,    412559,    433053,    410014,    425710,    431268
laplap-unstr-idxvar                 ,    double, 512, 512,  59,   8, 508,   8,  64,   1,   8,    590453,    595149,    559272,    610152,    583469,    607937,    595392,    583366,    608744,    598617,    594300,    599874,    610152,    600949,    559272,    570492,    595721,    597340,    587372,    594906,    581373,    589699,    571237,    578848
laplap-unstr-idxvar-z-curves-4      ,    double, 512, 512,  59,   8, 508,   8,  64,   1,   8,    583161,    584306,    560850,    607596,    578984,    587007,    580056,    570519,    568945,    592792,    571345,    589704,    589332,    560850,    605630,    584473,    607596,    565871,    590657,    582149,    586462,    601663,    574179,    575007
laplap-unstr-idxvar-no-chase        ,    double, 512, 512,  59,   8, 508,   8,  64,   1,   8,    653802,    656479,    632939,    674940,    647913,    653234,    659922,    667247,    655204,    632939,    657153,    658090,    664961,    657889,    655166,    650867,    657754,    637173,    639171,    674940,    645085,    657930,    636544,    666855
laplap-unstr-idxvar-no-chase-z-curves-4,    double, 512, 512,  59,   8, 508,   8,  64,   1,   8,    640256,    643940,    618258,    663402,    646157,    641722,    619656,    641274,    647011,    639478,    649916,    647124,    624884,    651210,    628983,    663402,    650944,    657160,    618258,    633638,    631133,    649627,    622065,    641482
laplap-unstr-idxvar-comp            ,    double, 512, 512,  59,   8, 508,   8,  64,   1,   8,    597658,    597718,    584821,    612025,    598988,    604478,    585481,    595836,    610285,    592541,    593026,    590536,    607848,    596447,    604886,    596248,    584821,    588582,    612025,    586245,    608299,    602689,    609051,    584858
laplap-unstr-idxvar-comp-no-chase   ,    double, 512, 512,  59,   8, 508,   8,  64,   1,   8,    574683,    574653,    558213,    592584,    592584,    578717,    558323,    574639,    574772,    581562,    573272,    583590,    567876,    564532,    563574,    572575,    574534,    570751,    587481,    583356,    582018,    582375,    568922,    558213
